week,Potencial de Hidrógeno (in situ),Sólidos Suspendidos Totales,Conductividad Eléctrica,Temperatura de la muestra,Caudal,Oxígeno disuelto (en campo),Turbiedad,Cianuro Total,Plomo total,Cobre total,Arsénico total,Zinc total,Cadmio total,Mercurio total,station_id,year,month,season
2003-01-05,0.0483009189997862,0.0134228187919463,0.0777220922721007,0.62890625,1.9194201273070322e-07,0.0110901893338473,0.019776119402985,0.036535333426157224,0.06782612498157432,0.0033118850341325727,0.04879662492154622,0.02123967530381456,0.6493172578815667,0.008329155806560243,279,2003.0,1.0,1.0
2003-01-12,0.0474460354776661,0.0018303843807199,0.1448167781024587,0.640625,2.1636887748990485e-07,0.0134920752590923,0.0022108208955223,0.036144578313253,0.06788078283847641,0.003302122815895544,0.04891238569700594,0.021229818796659895,0.6504308942028495,0.008371185210578398,279,2003.0,1.0,1.0
2003-01-19,0.0521478948493267,0.0042708968883465,0.0959125180446691,0.70703125,1.4094300966059358e-07,0.0118166856939522,0.0088432835820895,0.036144578313253,0.0647839813173031,0.0029861177292798,0.0388071895424836,0.0211534389044448,0.6503963379790058,0.008370506170614068,279,2003.0,1.0,1.0
2003-01-26,0.0376148749732848,0.0213544844417327,0.0665046630456836,0.58203125,2.70585790887574e-07,0.0116832475869942,0.0384328358208955,0.03672199211358075,0.06931603396473264,0.003473905682805281,0.05380815007780827,0.021288334328989394,0.6493055761895739,0.008327870288958664,279,2003.0,1.0,1.0
2003-02-02,0.0378285958538149,0.012202562538133,0.0619570566025415,0.51953125,2.798007159164944e-07,0.0130769344818894,0.0238805970149253,0.036144578313253,0.07309394542664073,0.003985007285636499,0.11060929391242093,0.023727840028014133,0.6591448879695215,0.008197797753417651,279,2003.0,2.0,1.0
2003-02-09,0.0369737123316948,0.048810250152532,0.0712621590169707,0.5,2.830966361913887e-07,0.0122021735584977,0.0611007462686567,0.03703280712444196,0.07160692160068902,0.00387092482623287,0.11535988579783664,0.02419902198951039,0.657691193165033,0.008154846154777372,279,2003.0,2.0,1.0
2003-02-16,0.0346227826458644,0.1293471629042098,0.0677406791558709,0.41796875,2.830673824611381e-07,0.0110457099648613,0.1744402985074626,0.036144578313253,0.0647839813173031,0.0031449537787096,0.1409313725490196,0.0264476811219087,0.6588093895439033,0.00819857964591322,279,2003.0,2.0,1.0
2003-02-23,0.0416755717033553,0.0018303843807199,0.0962623339249108,0.578125,1.0259624492384289e-07,0.0124245704034278,0.002490671641791,0.037311271273598914,0.07415159758913763,0.004143254432071903,0.10573112414307645,0.02335343076656504,0.6578792259443295,0.00815906021143979,279,2003.0,2.0,1.0
2003-03-02,0.0384697584954049,0.2190359975594874,0.0294008586813806,0.46484375,3.862745427850465e-07,0.0119352973445816,0.2826492537313432,0.036144578313253,0.07701232139954776,0.007765462091679455,0.060460271041160404,0.021608786194814773,0.6371485548403633,0.007278763256944793,279,2003.0,3.0,2.0
2003-03-09,0.0354776661679846,0.2153752287980475,0.0272786423412477,0.4140625,5.926206047289452e-07,0.0117425534123089,0.2826492537313432,0.036586769330422306,0.07666457049144657,0.007912320503519444,0.05989866805414541,0.021657064331730043,0.6355783346761232,0.007255586256027837,279,2003.0,3.0,2.0
