week,Potencial de Hidrógeno (in situ),Sólidos Suspendidos Totales,Conductividad Eléctrica,Temperatura de la muestra,Caudal,Oxígeno disuelto (en campo),Turbiedad,Cianuro Total,Plomo total,Cobre total,Arsénico total,Zinc total,Cadmio total,Mercurio total,station_id,year,month,season
2003-01-05,0.0418892925838854,0.0018303843807199,0.0993407136710378,0.6328125,1.9364848032865147e-07,0.0149302415229735,0.013526119402985,0.03614457831325299,0.06853522873121512,0.0038906466036597474,0.04993667077691055,0.0219742936650556,0.7625072351493618,0.00848154016073968,280,2003.0,1.0,1.0
2003-01-12,0.0495832442829664,0.0018303843807199,0.1728020485217947,0.8203125,2.1763653913409495e-07,0.014572285378190174,0.0040951492537313,0.036144578313253,0.0668461432491644,0.004932910840581617,0.04473250585407971,0.0226719541170127,0.7424622604126309,0.010148738774128613,280,2003.0,1.0,1.0
2003-01-19,0.0532164992519769,0.0024405125076266,0.1532123592282595,0.8515625,1.3631116903759128e-07,0.0161163580292674,0.0088899253731343,0.036144578313253,0.0647839813173031,0.0053686584707265,0.0388071895424836,0.0229181863102661,0.7430297400564158,0.010147125882821495,280,2003.0,1.0,1.0
2003-01-26,0.0425304552254755,0.0152532031726662,0.1165982970962949,0.6796875,2.73901213649302e-07,0.0118166856939522,0.0291044776119402,0.036144578313253,0.0671821791349368,0.003652362632116892,0.04588539386519817,0.021742221601618407,0.7467838576026065,0.010109562992362237,280,2003.0,1.0,1.0
2003-02-02,0.0350502244069245,0.1256863941427699,0.0854646837547837,0.50390625,2.817509645998638e-07,0.0138923895799664,0.2080223880597015,0.036144578313253,0.07506627653253035,0.006272919042035035,0.12244588141344719,0.025195467409352836,0.7963039339336175,0.007264527385387264,280,2003.0,2.0,1.0
2003-02-09,0.0382560376148749,0.0561317876754118,0.103235330471062,0.51953125,2.873091733474666e-07,0.0123949174907705,0.0538246268656716,0.03646146888311266,0.07601549600878318,0.008071552039674829,0.11672238642470995,0.02529679217748706,0.7950814217628035,0.007259235377160196,280,2003.0,2.0,1.0
2003-02-16,0.0365462705706347,0.085417937766931,0.1287252476113405,0.4375,2.8945444689917293e-07,0.0112977597224487,0.0821828358208955,0.036144578313253,0.0647839813173031,0.0107690841513389,0.1205065359477124,0.0276241793924562,0.7961770642257767,0.007263978192051043,280,2003.0,2.0,1.0
2003-02-23,0.0339816200042744,0.0079316656497864,0.1935577907494688,0.66796875,1.0661863283329224e-07,0.0124838762287425,0.0132462686567164,0.036144578313253,0.08690899682259219,0.007602857930610732,0.10714282789523248,0.023357917964908805,0.7962019911764575,0.007264086095785032,280,2003.0,2.0,1.0
2003-03-02,0.0380423167343449,0.2025625381330079,0.0432302464802692,0.4609375,3.9174499034189763e-07,0.012142867733183,0.3199626865671642,0.036144578313253,0.06478398131730312,0.01527673451976238,0.04938237374886478,0.02541146624946456,0.6313492882258603,0.006687910034991187,280,2003.0,3.0,2.0
2003-03-09,0.0374011540927548,0.2318486882245271,0.0387292821544926,0.4140625,5.977400075227899e-07,0.012098388364197,0.2957089552238806,0.03614457831325299,0.07317736501825949,0.015302299205995845,0.04908117632342021,0.02540901585860142,0.6306835173280824,0.006682146059543746,280,2003.0,3.0,2.0
