week,Potencial de Hidrógeno (in situ),Sólidos Suspendidos Totales,Conductividad Eléctrica,Temperatura de la muestra,Caudal,Oxígeno disuelto (en campo),Turbiedad,Cianuro Total,Plomo total,Cobre total,Arsénico total,Zinc total,Cadmio total,Mercurio total
2003-01-05,0.04295789698653557,0.008541793776693105,0.18632826255780707,0.8125,,0.012869364093288064,0.005802238805970149,0.03614457831325301,0.06478398131730313,0.019981575018266147,0.03880718954248367,0.011741452740064474,0.5995995995995996,0.006413034058410608
2003-01-12,0.038683479375935026,,0.165455915036719,0.6015625,,0.012335611665455841,0.30585820895522386,,,,,,,
2003-01-19,0.041675571703355396,,0.18796073666560167,0.56640625,2.658188955432484e-09,0.012469049772413894,0.014925373134328358,,,,,,,
2003-01-26,0.04178243214362043,,0.1649894938630634,0.5,2.1145571349432653e-09,0.012483876228742568,0.011380597014925373,,,,,,,
2003-02-02,0.03718743321222484,,0.13991935577907494,0.51171875,8.907760861289708e-10,0.012394917490770532,0.05746268656716418,,,,,,,
2003-02-09,0.03964522333832013,,0.1816640508212511,0.54296875,3.1481889371290438e-09,0.01464853885272881,0.02010261194029851,,,,,,,
2003-02-16,0.03804231673434491,,0.19215852722850207,0.5,4.547492367446584e-09,0.008614171126958945,0.06044776119402985,,,,,,,
2003-02-23,0.0347296430861295,,0.13129056406644637,0.52734375,8.862417579401369e-09,0.011431197829406792,0.13759328358208955,,,,,,,
2003-03-02,0.03761487497328489,,0.11459268604957588,0.5625,5.215452541500603e-09,0.011416371373078122,0.05083955223880597,,,,,,,
2003-03-09,0.036546270570634726,,0.090945132545237,0.48828125,7.175452468286843e-09,0.011594288849022196,0.07639925373134329,,,,,,,
2003-03-16,0.037508014533019884,0.05491153142159853,0.11613187592263938,0.58984375,4.318338147150681e-09,,0.02905783582089552,0.03614457831325301,,,,,,
2003-03-23,0.04039324642017525,,0.1030720830602826,0.5234375,4.020925222936848e-09,0.011223627440805373,0.02126865671641791,,,,,,,
2003-03-30,0.04039324642017525,,0.12312819352747337,0.4921875,3.026298394418457e-09,0.011327412635106084,0.0061007462686567164,,,,,,,
2003-04-06,0.0369737123316948,,0.10988183219565434,0.484375,3.0896814766279623e-09,0.01054161044968642,0.00898320895522388,,,,,,,
2003-04-13,0.04317161786706558,,0.11426619122801697,0.46875,1.8512735626883973e-09,0.010452651711714384,0.002919776119402985,,,,,,,
2003-04-20,0.039110921136995075,,0.1030720830602826,0.40625,2.1584377303190765e-09,0.013373463608462942,0.004860074626865671,,,,,,,
2003-04-27,0.04787347723872623,,0.09602912333808304,0.44921875,,0.013076934481889483,0.0034328358208955225,,,,,,,
2003-05-04,,,,,,,,,,,,,,
2003-05-11,0.038683479375935026,,0.10512433622436723,0.39453125,8.663979775868533e-10,0.014455794920456061,0.0026119402985074623,,,,,,,
2003-05-18,0.03590510792904464,,0.11293689088309852,0.6640625,,0.011297759722448739,0.003544776119402985,,,,,,,
2003-05-25,0.03440906176533445,,,0.44140625,,,,,,,,,,
2003-06-01,,,,,,,,,,,,,,
2003-06-08,0.038683479375935026,0.002440512507626602,0.07930792426252982,0.4453125,6.128656487488321e-10,0.013818257298323127,0.0030783582089552236,0.506024096385542,,0.004574478223577623,,,,
2003-06-15,,,,,,,,,,,,,,
2003-06-22,,,,,,,,,,,,,,
2003-06-29,0.03804231673434491,,0.21944416588735463,0.45703125,,0.002179489080314914,0.005783582089552239,0.03614457831325301,0.06478398131730313,0.0037802979764287306,0.03880718954248367,,0.5995995995995996,0.0029465291619724414
2003-07-06,,,,,,,,,,,,,,
2003-07-13,,,,,,,,,,,,,,
2003-07-20,,,,,,,,,,,,,,
2003-07-27,,,,,,,,,,,,,,
2003-08-03,,,,,,,,,,,,,,
2003-08-10,0.033340457362684345,,0.14691567338390893,0.28125,4.860994843298215e-10,0.015419514581819798,0.0020242537313432834,,,,,,,
2003-08-17,,,,,,,,,,,,,,
2003-08-24,,,,,,,,,,,,,,
2003-08-31,,,,,,,,,,,,,,
2003-09-07,0.039110921136995075,0.001830384380719951,0.1707031532403445,0.5859375,1.608955163779752e-11,0.012824884724302045,0.0023414179104477607,0.03614457831325301,,,,,,
2003-09-14,,,,,1.2676616441901054e-11,,,,,,,,,
2003-09-21,,,,,,,,,,,,,,
2003-09-28,0.03932464201752511,,0.19775558131236926,0.66796875,0.0,0.010808486663602533,0.003908582089552239,,,,,,,
2003-10-05,,,,,,,,,,,,,,
2003-10-12,0.03526394528745458,,0.21314748004300402,0.81640625,,0.008139724524441413,0.002145522388059701,0.03614457831325301,0.06478398131730313,0.004574478223577623,0.03880718954248367,,0.5995995995995996,0.0029465291619724414
2003-10-19,0.03740115409275485,,0.19495705427043566,0.80859375,,0.011831512150280962,0.0020615671641791046,,,,,,,
2003-10-26,,,,,,,,,,,,,,
2003-11-02,0.03996580465911517,,0.18516220962366808,0.89453125,,0.010867792488917226,0.006856343283582089,,,,,,,
2003-11-09,,,,,,,,,,,,,,
2003-11-16,0.03440906176533445,,0.3036331877321903,0.71875,,0.012483876228742568,0.007649253731343283,,,,,,,
2003-11-23,0.03761487497328489,,0.28730844665424426,0.70703125,,0.013032455112903466,0.0031156716417910448,,,0.004574478223577623,,0.06350737664415633,,
2003-11-30,0.03547766616798462,,0.30666492536095163,0.59765625,,,,,,,,,,
2003-12-07,0.04295789698653557,0.002440512507626602,0.2311046952287446,0.7734375,,,,0.03614457831325301,,,,,,
2003-12-14,0.03996580465911517,,0.2663194938397423,0.84375,,0.012528355597728589,,,,,,,,
2003-12-21,,,,,,,,,,,,,,
2003-12-28,0.04188929258388541,,0.29103981604348905,0.671875,,0.013862736667309148,0.005727611940298507,,,,,,,
2004-01-04,,,,,,,,,,,,,,
2004-01-11,,,,,,,,,,,,,,
2004-01-18,,,,,,,,,,,,,,
2004-01-25,,,,,,,,,,,,,,
2004-02-01,,,,,,,,,,,,,,
2004-02-08,,,,,,,,,,,,,,
2004-02-15,,,,,,,,,,,,,,
2004-02-22,,,,,,,,,,,,,,
2004-02-29,,,,,,,,,,,,,,
