Station,MAE,RMSE,R2,masked_values
279,0.03045883635281559,0.08639979593586213,0.8051562834410125,156.0
280,0.039432702605360706,0.09118823611116085,0.7651825697492289,148.0
281,0.03369614970806621,0.07110756120844794,0.738685040313446,140.0
282,0.029973415681751107,0.07235949025592396,0.7937044023058518,136.0
283,0.03172157335059017,0.08040326058984756,0.7926505141141376,148.0
