week,Potencial de Hidrógeno (in situ),Sólidos Suspendidos Totales,Conductividad Eléctrica,Temperatura de la muestra,Caudal,Oxígeno disuelto (en campo),Turbiedad,Cianuro Total,Plomo total,Cobre total,Arsénico total,Zinc total,Cadmio total,Mercurio total
2003-01-05,0.04188929258388541,0.001830384380719951,0.0993407136710378,0.6328125,1.9364848032865144e-07,0.014930241522973594,0.013526119402985074,,,,,,,
2003-01-12,0.049583244282966454,0.001830384380719951,0.1728020485217947,0.8203125,2.1763653913409495e-07,,0.0040951492537313425,0.03614457831325301,,,,,,
2003-01-19,0.05321649925197691,0.002440512507626602,0.15321235922825951,0.8515625,1.3631116903759126e-07,0.016116358029267423,0.008889925373134327,0.03614457831325301,0.06478398131730313,0.005368658470726516,0.03880718954248367,0.022918186310266125,,
2003-01-26,0.04253045522547552,0.015253203172666258,0.11659829709629498,0.6796875,2.73901213649302e-07,0.011816685693952288,0.029104477611940297,,,,,,,
2003-02-02,0.03505022440692457,0.12568639414276997,0.08546468375478372,0.50390625,2.817509645998638e-07,0.013892389579966493,0.2080223880597015,0.03614457831325301,,,,,,
2003-02-09,0.03825603761487495,0.05613178767541183,0.10323533047106205,0.51953125,2.873091733474666e-07,0.012394917490770532,0.053824626865671646,,,,,,,
2003-02-16,0.036546270570634726,0.08541793776693105,0.12872524761134058,0.4375,2.8945444689917293e-07,0.011297759722448739,0.08218283582089551,0.03614457831325301,0.06478398131730313,0.010769084151338988,0.12050653594771242,0.027624179392456295,,
2003-02-23,0.033981620004274404,0.007931665649786455,0.19355779074946886,0.66796875,1.0661863283329224e-07,0.012483876228742568,0.013246268656716418,,,,,,,
2003-03-02,0.03804231673434491,0.20256253813300792,0.04323024648026922,0.4609375,3.9174499034189763e-07,0.012142867733183094,0.3199626865671642,0.03614457831325301,,,,,,
2003-03-09,0.03740115409275485,0.23184868822452714,0.038729282154492686,0.4140625,5.977400075227899e-07,0.012098388364197073,0.2957089552238806,,,,,,,
2003-03-16,0.03526394528745458,0.026845637583892617,0.08035737190325491,0.4921875,,,0.02201492537313433,0.03614457831325301,0.06478398131730313,,,,0.5995995995995996,0.006413034058410608
2003-03-23,0.026073947424663374,0.0338621110433191,0.07814187132839082,0.548828125,3.1651414738092324e-07,0.012424570403427877,0.0460820895522388,,0.06478398131730313,0.02967057403348264,0.03880718954248367,0.03644791642156286,0.5995995995995996,0.006413034058410608
2003-03-30,0.036546270570634726,0.005491153142159854,0.07532002322777444,0.5,2.0539872864595203e-07,0.011950123800910345,0.009496268656716418,0.03614457831325301,,,,,,
2003-04-06,0.033554178243214355,0.06101281269066504,0.05538051805399758,0.46484375,4.751181215559392e-07,0.011119842246504662,0.07229477611940298,,,,,,,
2003-04-13,0.04060696730070529,0.006711409395973154,0.09959724531654839,0.703125,1.3109425380957812e-07,0.010704701469301822,0.00457089552238806,0.03614457831325301,0.06478398131730313,0.013628133041075,0.03880718954248367,0.02880067766300384,,
2003-04-20,0.03825603761487495,0.001830384380719951,0.08917273208534574,0.57421875,9.24305736617799e-08,0.014070307055910567,0.002593283582089552,,,,,,,
2003-04-27,0.039110921136995075,0.001830384380719951,0.0839721359990858,0.49609375,5.742360979529928e-08,0.021631799783533735,0.002248134328358209,0.03614457831325301,,,,,,
2003-05-04,0.04103440906176534,0.001830384380719951,0.18026478730028428,0.609375,4.328430684087118e-08,0.020712559491156017,0.0013152985074626866,,,,,,,
2003-05-11,0.030989527676854034,0.001830384380719951,0.1772330496715229,0.73828125,3.5585700163270486e-08,0.011950123800910345,0.0012593283582089552,0.03614457831325301,0.06478398131730313,0.0029861177292798374,0.03880718954248367,0.0011529683051365917,,
2003-05-18,0.022868134216712938,0.001830384380719951,0.13758724991079696,0.44140625,3.869634681324467e-08,0.014307530357169333,0.0007742537313432835,,,,,,,
2003-05-25,0.03269929472109423,0.001830384380719951,0.09698528674407701,0.45703125,3.8618336865909894e-08,0.016694589826085664,0.0007742537313432835,0.03614457831325301,,,,,,
2003-06-01,0.025860226544133363,0.001830384380719951,0.13551167568802955,0.390625,3.816490404702651e-08,0.016487019437484245,0.000998134328358209,,,,,,,
2003-06-08,0.028424877110493685,0.001830384380719951,0.08164003013080781,0.42578125,3.748231700784723e-08,0.015493646863463164,0.000792910447761194,0.03614457831325301,0.06478398131730313,0.002350773531560723,0.03880718954248367,0.017035694957528415,,
2003-06-15,0.03526394528745458,0.001830384380719951,0.13478872286886334,0.62890625,3.261644654284059e-08,0.01481162987234421,0.0009701492537313433,,,,,,,
2003-06-22,0.027997435349433608,0.0036607687614399025,0.13525514404251895,0.296875,2.7497043748995926e-08,0.016531498806470264,0.0005597014925373134,0.03614457831325301,,,,,,
2003-06-29,0.03440906176533445,0.001830384380719951,0.11410294381723751,0.48046875,2.6653561193438665e-08,0.015938440553323347,0.001082089552238806,,,,,,,
2003-07-06,0.033554178243214355,0.001830384380719951,0.11398633852382362,0.2109375,2.6599929354646005e-08,0.01599774637863804,0.0024720149253731343,0.03614457831325301,0.06478398131730313,0.0015565932844118302,0.07965686274509805,0.0029177157109579054,,
2003-07-13,0.03205813207950417,0.001830384380719951,0.11053482183877218,0.23046875,2.5195750302620046e-08,0.01675389565140036,0.0005690298507462687,,,,,,,
2003-07-20,0.04295789698653557,0.001830384380719951,0.18259689316856229,0.49609375,1.6224606359120832e-08,0.018281020653253665,0.0012779850746268658,0.03614457831325301,,,,,,
2003-07-27,0.02970720239367383,0.001830384380719951,0.2397334869413732,0.421875,1.2714158729055922e-08,0.01743591264251931,0.001930970149253731,,,,,,,
