Date,Potencial de Hidrógeno (in situ),Conductividad Eléctrica,Temperatura de la muestra,Sólidos Suspendidos Totales,Oxígeno disuelto (en campo),Caudal,Turbiedad,Plomo total,Zinc total,Arsénico total,Cobre total,Cianuro Total,Cadmio total,Mercurio total,Potencial rédox,Hierro total,Cromo Total,Niquel total,Manganeso total,Magnesio total
2018-07-08,8.06,2356.6666666666665,7.866666666666666,2.5,8.143333333333333,1615.6666666666667,0.7366666666666667,0.00022,0.3034433333333333,0.0167466666666666,0.00329,0.001,0.00713,6e-05,212.0,0.12913,0.00045,0.00213,0.032885,16.9
2018-07-15,7.98,2370.0,8.3,2.5,7.72,1473.0,1.07,6e-05,0.01907,0.01784,0.00171,0.001,5e-05,8e-05,195.0,0.04913,0.0003,0.00104,0.03082,17.5
2018-07-22,8.2,2350.0,7.3,2.5,8.33,4422.0,1.71,0.00012,0.00526,0.015,0.00216,0.001,5e-05,0.00013,195.0,0.09086,0.0003,0.00049,0.03332,15.7
2018-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-05,8.195,2550.0,10.05,2.5,8.094999999999999,2062.5,0.5700000000000001,0.0011149999999999,0.1254849999999999,0.0180299999999999,0.00174,0.001,5e-05,6e-05,197.5,0.0,0.0,0.0,0.0,0.0
2018-08-12,8.08,2180.0,12.8,2.5,7.32,2487.0,1.93,0.00023,0.00554,0.00099,0.05278,0.001,0.0001,0.0001,338.0,0.05871,0.0003,0.00067,0.05411,47.2
2018-08-19,8.215,2300.0,10.6,2.5,7.475,2239.0,0.6,0.000245,0.00457,0.016625,0.001945,0.001,5e-05,0.000115,116.0,0.05026,0.00035,0.00038,0.023265,15.55
2018-08-26,8.26,2640.0,16.0,2.5,8.58,1941.0,0.7,0.00195,0.02125,0.01939,0.01968,0.001,5e-05,6e-05,133.0,0.06182,0.0005,0.00043,0.03313,19.3
2018-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-09,7.955,3247.5,9.55,2.5,7.859999999999999,1632.0,0.5525,0.0001525,0.0090025,0.01621,0.0014625,0.001,5e-05,6e-05,185.5,0.04718,0.0003,0.00014,0.02629,22.0
2018-09-16,7.9,3400.0,8.5,2.5,7.28,1423.0,0.55,0.0002,0.00556,0.01698,0.00186,0.001,5e-05,6e-05,197.0,0.03556,0.0003,0.00027,0.02719,21.7
2018-09-23,7.9,3280.0,9.7,2.66,6.83,1618.0,1.03,0.00101,0.01018,0.01784,0.00184,0.001,5e-05,6e-05,187.0,0.05406,0.0003,0.0007,0.037,21.8
2018-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-07,7.92,3695.0,14.35,3.125,7.08,1381.0,0.76,0.0139475,0.0274325,0.0323424999999999,0.0150025,0.001,0.01487,9.25e-05,181.5,6.67,0.0289,0.02929,0.06406,28.9
2018-10-14,7.82,3450.0,13.7,2.5,6.1,1645.0,0.96,0.00018,0.00878,0.02043,0.00218,0.001,6e-05,6e-05,224.0,0.07257,0.0003,0.00056,0.05324,22.2
2018-10-21,8.2,1859.0,14.8,2.58,6.58,1972.0,0.91,0.0001,0.00892,0.01675,0.00188,0.001,5e-05,6e-05,212.0,0.73981,0.0003,0.00123,0.0575,11.7
2018-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-11,8.365,2126.5,16.950000000000003,2.0,6.785,2806.0,0.69,0.0002,0.035,0.0204174999999999,0.005425,0.001,3e-05,0.0001,176.0,0.062,0.047225,0.007825,0.025775,13.7725
2018-11-18,7.97,2920.0,16.2,2.0,7.2,2860.0,0.79,0.0002,0.01,0.02245,0.0039,0.001,3e-05,0.0001,192.0,0.062,0.0764,0.0082,0.0218,17.88
2018-11-25,8.17,2960.0,18.9,2.0,6.67,2720.0,0.6,0.0002,0.02,0.02447,0.0035,0.001,3e-05,0.0001,135.9,0.062,0.0835,0.0085,0.0228,20.17
2018-12-02,8.0,3605.0,13.55,2.0,7.605,1867.0,0.76,0.0002,0.02,0.024665,0.0068,0.001,3e-05,0.0001,196.95,0.062,0.0847,0.018,0.0314,29.25
2018-12-09,7.936666666666666,3800.0,14.566666666666668,2.0,7.403333333333333,1510.3333333333333,0.8166666666666668,0.0002,0.01,0.0256933333333333,0.0069,0.001,3e-05,0.0001,188.13333333333333,0.062,0.0928,0.01485,0.03615,23.845
2018-12-16,8.01,4220.0,14.1,3.0,6.91,1956.0,1.01,0.0002,0.01,0.02428,0.0098,0.001,3e-05,0.0001,227.8,0.479,0.0729,0.0184,0.0439,30.04
2018-12-23,8.29,2320.0,16.0,2.0,7.43,4471.0,1.04,0.0002,0.01,0.01873,0.0038,0.001,3e-05,0.0001,191.7,0.062,0.0536,0.0111,0.0288,13.17
2018-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06,8.26,1211.5,15.4,2.0,6.915,5140.0,1.435,0.0002,0.02,0.01514,0.00365,0.001,3e-05,0.0001,198.2,0.0,0.0,0.0,0.0,0.0
2019-01-13,8.42,1144.0,16.5,2.0,7.17,3893.2,0.73,0.0002,0.01,0.01345,0.0035,0.001,3e-05,0.0001,157.5,0.062,0.01785,0.00695,0.02935,6.642
2019-01-20,8.24,1198.0,13.5,5.0,7.09,5973.0,7.64,0.0002,0.01,0.0119,0.0029,0.001,3e-05,0.001,152.9,0.062,0.0274,0.0107,0.0352,9.125
2019-01-27,8.55,620.0,14.5,20.0,7.36,4681.0,15.5,0.0002,0.01,0.01022,0.0039,0.001,3e-05,0.0001,165.5,0.062,0.0082,0.0081,0.0561,5.837
2019-02-03,8.184999999999999,423.5,12.8,129.0,6.94,16880.5,151.55,0.0024,0.03,0.008515,0.0116,0.001,3e-05,0.0001,196.5,0.41,0.0045,0.0066,0.062,4.707
2019-02-10,8.1,323.0,12.4,422.5,6.865,12201.5,318.0,0.0068,0.025,0.012205,0.01965,0.003,3e-05,0.00055,178.85000000000002,7.272,0.0071,0.013,0.5598,6.675
2019-02-17,8.05,258.0,14.3,123.0,6.4,31000.0,99.8,0.004,0.03,0.00531,0.1626,0.001,3e-05,0.0001,194.0,2.86,0.0032,0.0041,0.1372,4.863
2019-02-24,8.42,316.0,18.9,17.0,6.37,7820.0,12.7,0.0006,0.0175,0.00623,0.00476,0.001,1e-05,3e-05,93.2,0.4292,0.0001,0.0008,0.03762,3.803
2019-03-03,8.3,373.5,12.55,44.0,7.295,17010.5,36.925,0.00085,0.01755,0.006265,0.009605,0.001,1e-05,3e-05,196.3,0.0,0.0,0.0,0.0,0.0
2019-03-10,8.23,370.0,12.8,12.5,7.275,12565.0,11.065,0.00045,0.01225,0.00514,0.00255,0.001,1e-05,3e-05,191.05,0.28715,0.0001,0.0002,0.03275,3.9875
2019-03-17,8.36,360.0,12.5,8.0,6.77,9308.0,5.66,0.0003,0.039,0.00452,0.00178,0.001,1e-05,3e-05,135.1,0.1919,0.0001,0.0002,0.01804,3.839
2019-03-24,8.28,415.0,18.0,8.0,6.4,13692.0,4.61,0.0003,0.014,0.00539,0.00222,0.001,1e-05,3e-05,182.4,0.2433,0.0001,0.0007,0.01688,3.907
2019-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-07,8.25,347.5,12.65,8.0,7.18,13004.5,6.725,0.0002,0.01,0.004825,0.00203,0.001,1e-05,3e-05,326.0,0.0,0.0,0.0,0.0,0.0
2019-04-14,8.27,560.5,12.05,2.0,7.074999999999999,9485.0,2.04,0.0002,0.01,0.006275,0.00115,0.001,1e-05,3e-05,142.25,0.0561,0.0001,0.00035,0.0149,5.1335
2019-04-21,8.24,757.0,12.2,2.0,6.81,6772.0,1.87,0.0002,0.01,0.00753,0.00114,0.001,1e-05,3e-05,152.8,0.06,0.0001,0.0002,0.01964,5.742
2019-04-28,8.2,554.0,11.5,5.0,6.94,6302.0,3.75,0.0002,0.01,0.00659,0.0017,0.001,3e-05,0.0001,153.4,0.062,0.0051,0.0041,0.0225,6.016
2019-05-05,8.305,947.0,11.95,2.0,7.345000000000001,3661.0,1.155,0.0002,0.01,0.009565,0.0027,0.001,3e-05,0.0001,131.95,0.0,0.0,0.0,0.0,0.0
2019-05-12,8.3,1026.0,12.2,2.0,6.87,3098.0,1.19,0.0002,0.01,0.01105,0.0021,0.001,3e-05,0.0001,197.4,0.062,0.0142,0.0052,0.016,8.059
2019-05-19,8.333333333333334,1008.3333333333334,12.766666666666666,2.0,7.633333333333333,202652035.5,1.3733333333333333,0.0002,0.01,0.0121199999999999,0.00325,0.001,3e-05,0.0001,147.2,0.062,0.0136,0.0060999999999999,0.0165,8.835
2019-05-26,8.26,1547.0,10.7,2.0,7.3,3292.1,1.22,0.0002,0.01,0.01342,0.0034,0.001,3e-05,0.0001,166.2,0.062,0.0229,0.0081,0.0194,11.33
2019-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-09,8.05,2170.0,9.4,2.0,7.96,2171.5,0.58,0.0002,0.01,0.0163383333333333,0.0055333333333333,0.001,3e-05,0.0001,190.35,0.062,0.0305,0.0083,0.0266,18.46
2019-06-16,8.24,2310.0,17.0,2.0,6.1,1503.0,1.05,0.0002,0.01,0.01571,0.0061,0.001,3e-05,0.0001,177.0,0.062,0.0299,0.0094,0.0303,16.7
2019-06-23,8.07,2540.0,10.9,2.0,7.54,1421.24,1.09,0.0002,0.01,0.01604,0.0064,0.001,3e-05,0.0001,164.7,0.062,0.0369,0.0076,0.0295,18.25
2019-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-07,7.99,2710.0,10.2,2.0,8.0,1516.0,0.82,0.0002,0.015,0.0223,0.00605,0.001,3e-05,0.0001,203.8,0.0,0.0,0.0,0.0,0.0
2019-07-14,7.98,2950.0,6.5,2.0,7.94,1594.0,0.61,0.0,0.0,0.0,0.0,0.001,0.0,0.0,156.3,0.0,0.0,0.0,0.0,0.0
2019-07-21,7.95,3160.0,8.2,2.0,7.68,1805.0,0.68,0.0002,0.02,0.02197,0.0061,0.001,3e-05,0.0001,221.4,0.062,0.0695,0.0109,0.0272,21.31
2019-07-28,8.129999999999999,2650.0,9.1,2.0,7.914999999999999,2067.5,0.7849999999999999,0.0002,0.015,0.01924,0.00555,0.001,3e-05,0.0001,91.25,0.062,0.0499,0.0083,0.02255,17.555
2019-08-04,8.033333333333333,2713.333333333333,8.066666666666666,2.0,8.06,1466.6666666666667,0.48,0.0002,0.0133333333333333,0.0198933333333333,0.0055,0.001,3e-05,0.0001,172.23333333333335,0.062,0.0531,0.0124,0.0242,17.76
2019-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-18,7.9,3050.0,9.1,2.0,5.8964,1346.75,0.515,0.0002,0.01,0.0207849999999999,0.0053,0.001,3e-05,0.0001,174.9,0.062,0.06725,0.01455,0.0202,22.0
2019-08-25,7.9,3390.0,9.9,2.0,7.85,1402.18,0.63,0.0002,0.01,0.02236,0.0051,0.001,3e-05,0.0001,196.8,0.062,0.0676,0.0116,0.022,21.2
2019-09-01,7.824999999999999,3570.0,11.2,2.5,8.315,1313.0,0.665,0.0002,0.015,0.019465,0.0049,0.001,3e-05,0.0001,199.05,0.062,0.0507,0.0106,0.0444,24.43
2019-09-08,7.87,3626.6666666666665,8.5,3.0,7.77,1414.6033333333337,0.5266666666666667,0.0002,0.01,0.0198266666666666,0.0086,0.001,3e-05,0.0001,235.13333333333333,0.3026666666666667,0.0583333333333333,0.0116333333333333,0.0238666666666666,23.4
2019-09-15,7.89,3780.0,12.1,3.0,7.43,1119.0,0.74,0.0002,0.01,0.0191,0.0085,0.0,3e-05,0.0001,217.6,0.062,0.0451,0.0111,0.0295,22.91
2019-09-22,7.71,3610.0,12.6,3.0,6.89,1425.1,0.48,0.0002,0.01,0.02179,0.008,0.0,3e-05,0.0001,232.8,0.062,0.0599,0.0113,0.0298,22.35
2019-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-06,7.829999999999999,3746.6666666666665,11.933333333333332,3.0,6.653333333333333,1209.6666666666667,0.6466666666666666,0.0002,0.01,0.02139,0.0093333333333333,0.001,3e-05,0.0001,211.0666666666667,0.062,0.0467,0.0117,0.0399,25.4
2019-10-13,7.84,3660.0,10.2,3.0,7.66,1254.0,0.4,0.0002,0.02,0.02258,0.012,0.0,0.00025,0.0001,213.8,0.062,0.0582,0.0096,0.052,25.04
2019-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.01,0.02415,0.009,0.0,3e-05,0.0001,0.0,0.062,0.0513,0.0113,0.0493,24.5
2019-10-27,7.89,2960.0,12.6,5.0,6.83,1031.9,0.68,0.0002,0.01,0.02249,0.0061,0.0,3e-05,0.0001,194.4,0.062,0.0445,0.0103,0.0679,20.32
2019-11-03,7.865,3590.0,13.0,3.0,7.15,1052.45,1.125,0.0002,0.02,0.0272649999999999,0.00805,0.001,3e-05,0.0001,204.35,0.0,0.0,0.0,0.0,0.0
2019-11-10,8.095,3415.0,14.65,3.0,7.275,1376.2,2.53,0.0002,0.01,0.027705,0.00785,0.0,3e-05,0.0001,176.14999999999998,0.062,0.06185,0.01175,0.0465,22.095
2019-11-17,8.3,6.65,13.4,0.0,0.0,1431.5,1.89,0.0002,0.01,0.02011,0.004,0.0,3e-05,0.0001,221.4,0.062,0.0178,0.0049,0.0959,9.847
2019-11-24,7.97,2260.0,16.9,3.0,4.14325,1322.0,1.44,0.0002,0.01,0.02419,0.0056,0.0,3e-05,0.0001,187.0,0.062,0.0334,0.0065,0.046,13.9
2019-12-01,7.93,2700.0,16.1,3.0,6.29,1584.0,0.71,0.0002,0.01,0.02286,0.0061,0.001,3e-05,0.0001,238.6,0.0,0.0,0.0,0.0,0.0
2019-12-08,8.17,2151.0,15.4,17.5,7.795,3065.5,12.31,0.0002,0.01,0.018535,0.0063,0.001,3e-05,0.0001,176.35,0.062,0.0203,0.0058,0.0575,9.385
2019-12-15,8.07,840.97,14.2,4.0,8.09,3526.55,2.19,0.0002,0.015,0.015305,0.0053,0.0,3e-05,0.0001,177.05,0.062,0.0263,0.00575,0.0319,10.945
2019-12-22,8.39,1238.0,15.1,3.0,7.58,3650.0,1.71,0.0002,0.02,0.01113,0.0021,0.0,3e-05,0.0001,194.1,0.062,0.0166,0.0059,0.0235,8.252
2019-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,8.046666666666667,407.6666666666667,12.475,375.0,6.532500000000001,13198.0,275.54,0.00765,0.04,0.0089575,0.01775,0.001,3e-05,0.0001,207.4333333333333,3.5225,0.0034,0.0051,0.27525,2.7425
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,8.29,692.0,13.5,3.0,7.07,8824.0,2.05,0.0002,0.008,0.0086,0.0019,0.001,0.0001,5e-05,177.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,8.0,238.0,15.1,30.0,6.68,24810.0,0.0,0.0009,0.019,0.0062,0.0048,0.001,0.0001,5e-05,158.8,0.0,0.0,0.0,0.0,0.0
2020-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-30,7.55,3340.0,13.0,3.0,7.83,1036.0,0.0,0.0002,0.008,0.0208,0.0015,0.001,0.0001,5e-05,92.6,0.0,0.0,0.0,0.0,0.0
2020-09-06,7.89,3300.0,12.8,3.0,6.82,770.4,0.0,0.0002,0.008,0.0188,0.0011,0.001,0.0001,5e-05,96.9,0.0,0.0,0.0,0.0,0.0
2020-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-04,7.89,3350.0,15.1,3.0,6.84,1126.0,0.0,0.0002,0.015,0.019,0.0011,0.001,0.0001,5e-05,155.2,0.0,0.0,0.0,0.0,0.0
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-08,8.01,3250.0,16.4,3.0,7.49,1971.0,0.0,0.0002,0.008,0.021,0.0019,0.001,0.0001,5e-05,121.3,0.0,0.0,0.0,0.0,0.0
2020-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-06,7.85,3540.0,13.7,3.0,6.81,1045.0,0.0,0.0005,0.008,0.0177,0.0028,0.001,0.0001,5e-05,201.0,0.0,0.0,0.0,0.0,0.0
2020-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03,8.05,712.0,12.1,0.0,6.65,7142.0,0.0,0.0043,0.032,0.0106,0.0149,0.0,0.00036,5e-05,0.0,4.419,0.0012,0.0024,0.2599,7.966
2021-01-10,8.805,922.0,17.25,17.0,6.94,6355.5,14.0,0.000575,0.008,0.010575,0.00285,0.001,0.0001,5e-05,176.4,0.3515,0.0013,0.00105,0.0509499999999999,10.543
2021-01-17,8.033333333333333,614.0,12.933333333333332,16.0,7.046666666666667,11513.333333333334,39.8,0.0009999999999999,0.008,0.0068666666666666,0.0043666666666666,0.0,0.0001,5e-05,193.16666666666663,0.9336666666666668,0.0011333333333333,0.0014999999999999,0.0687333333333333,7.947
2021-01-24,8.016666666666667,475.3333333333333,14.9,255.0,6.489999999999999,16533.333333333332,169.06666666666666,0.0037666666666666,0.0146666666666666,0.0100333333333333,0.0103333333333333,0.0,0.0001,5e-05,182.6,3.309,0.0030333333333333,0.0031666666666666,0.1862333333333333,5.221333333333333
2021-01-31,8.08,247.0,13.3,0.0,6.44,27800.0,820.0,0.0194,0.063,0.0323,0.0418,0.0,0.00174,0.00029,210.3,13.52,0.0103,0.0125,0.7973,8.193
2021-02-07,8.115,286.0,14.55,71.0,6.48,21520.0,64.8,0.001875,0.08025,0.007175,0.007075,0.001,0.0001,5e-05,170.4,2.0505,0.00425,0.00235,0.0963499999999999,3.754
2021-02-14,8.129999999999999,397.0,13.8,30.0,6.46,16472.5,30.4,0.00115,0.0095,0.0072,0.0066999999999999,0.0,0.0001,5e-05,123.95,0.936,0.00255,0.00155,0.05155,4.668
2021-02-21,8.21,583.0,13.7,3.0,7.13,15700.0,6.28,0.0004,0.008,0.006,0.0013,0.0,0.0001,5e-05,142.1,0.217,0.0013,0.0004,0.0182,7.337
2021-02-28,7.93,1122.0,18.5,3.0,7.99,4836.0,2.15,0.0004,0.008,0.0079,0.0021,0.0,0.0001,5e-05,159.9,0.176,0.0018,0.0008,0.0313,16.27
2021-03-07,8.055,1286.0,16.15,3.0,8.175,6080.0,3.19,0.0002,0.009,0.008,0.0017,0.001,0.0001,5e-05,171.3,0.143,0.0007,0.0002,0.0207,17.84
2021-03-14,7.91,868.0,14.3,13.0,6.82,7810.0,13.7,0.0003,0.008,0.007,0.0019,0.0,0.0001,5e-05,143.7,0.272,0.0011,0.0005,0.0401,10.54
2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28,8.32,375.0,12.0,18.0,6.99,32570.0,26.2,0.0007,0.008,0.0059,0.0036,0.0,0.0001,5e-05,134.2,0.646,0.0012,0.0009,0.0437,4.641
2021-04-04,8.3,379.5,14.1,13.0,6.595,28850.0,18.7,0.0007,0.011,0.00515,0.00145,0.001,0.0001,5e-05,195.3,0.315,0.0022,0.0007,0.0221,6.634
