Date,Potencial de Hidrógeno (in situ),Conductividad Eléctrica,Temperatura de la muestra,Sólidos Suspendidos Totales,Oxígeno disuelto (en campo),Caudal,Turbiedad,Plomo total,Zinc total,Arsénico total,Cobre total,Cianuro Total,Cadmio total,Mercurio total,Potencial rédox,Hierro total,Cromo Total,Niquel total,Manganeso total,Magnesio total
2021-04-11,8.35,566.0,17.2,5.0,6.33,14700.0,7.7,0.0002,0.008,0.0046,0.0019,0.0,0.0001,5e-05,168.5,0.222,0.0012,0.0005,0.0201,7.946
2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,8.28,1011.0,11.3,0.0,7.38,7675.0,0.0,0.0002,0.008,0.0083,0.0014,0.0,0.0001,5e-05,0.0,0.056,0.0012,0.0004,0.0125,8.488
2021-05-09,8.25,1165.5,13.95,3.0,7.314999999999999,6634.5,0.89,0.00145,0.018,0.0089,0.0021,0.001,0.0001,5e-05,159.75,0.114,0.0009,0.0004,0.0157,14.36
2021-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-23,8.09,1513.0,13.4,3.0,7.47,1625.0,0.98,0.0004,0.008,0.0089,0.0028,0.0,0.0001,5e-05,232.3,0.108,0.0007,0.0006,0.0172,17.14
2021-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-06,8.1,1692.0,12.9,3.0,7.945,2127.5,1.35,0.0002,0.008,0.01145,0.0025499999999999,0.001,0.0001,5e-05,26.8,0.097,0.0009,0.0005,0.0167,18.39
2021-06-13,7.83,1807.0,13.6,3.0,7.43,2041.0,0.66,0.0002,0.008,0.0118,0.0031,0.0,0.0001,5e-05,180.6,0.042,0.0007,0.0002,0.0188,19.48
2021-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-27,7.71,2010.0,10.8,3.0,7.66,2255.0,1.1,0.0002,0.008,0.0133,0.0048,0.0,0.0001,5e-05,150.4,0.089,0.0007,0.0006,0.0234,21.27
2021-07-04,7.936666666666666,2220.0,11.6,3.0,7.366666666666667,2682.6666666666665,1.17,0.0002,0.008,0.0145666666666666,0.0066333333333333,0.001,0.0001,5e-05,196.0,0.102,0.0007,0.00095,0.0297,29.805
2021-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-18,7.89,2490.0,10.3,3.0,7.33,2503.0,1.28,0.0002,0.008,0.0161,0.0052,0.0,0.0001,5e-05,237.2,0.054,0.0007,0.0006,0.0252,20.08
2021-07-25,7.96,2510.0,11.3,3.0,7.33,1680.0,1.27,0.0002,0.008,0.0126,0.0085,0.0,0.0001,5e-05,212.5,0.096,0.0007,0.0007,0.0302,31.42
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-08,7.91,2660.0,13.15,3.0,7.609999999999999,1997.5,0.73,0.0003999999999999,0.008,0.01315,0.00835,0.001,0.0001,5e-05,57.2,0.082,0.0007,0.0008,0.0346,35.23
2021-08-15,7.69,2830.0,11.3,3.0,7.54,2080.0,0.79,0.0002,0.008,0.0147,0.0084,0.0,0.0001,5e-05,207.9,0.076,0.0007,0.0006,0.0281,25.99
2021-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-29,7.7,2820.0,13.1,3.0,7.56,1390.0,0.87,0.0002,0.008,0.0154,0.0044,0.0,0.0001,5e-05,194.4,0.09,0.0007,0.0005,0.0208,25.21
2021-09-05,7.91,3060.0,14.9,3.0,7.34,1921.0,0.7,0.00025,0.008,0.013,0.0043999999999999,0.001,0.0001,5e-05,209.5,0.081,0.0007,0.0005,0.0291,27.89
2021-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-19,7.91,2630.0,18.7,3.0,7.87,1530.0,0.79,0.0002,0.008,0.0156,0.0167,0.0,0.0001,5e-05,172.7,0.09,0.0007,0.0008,0.0249,25.46
2021-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03,7.726666666666667,2716.6666666666665,13.0,3.0,7.523333333333333,1615.0,0.845,0.0002,0.008,0.0140333333333333,0.0130333333333333,0.001,0.0001,5e-05,110.95,0.1139999999999999,0.0007999999999999,0.00085,0.02955,27.96
2021-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24,7.79,2450.0,18.2,3.0,7.63,1560.0,1.21,0.0002,0.008,0.0202,0.009,0.0,0.0001,5e-05,166.8,0.113,0.0012,0.001,0.0348,20.6
2021-10-31,7.6,2890.0,18.5,3.0,6.87,1550.0,0.96,0.0002,0.008,0.014,0.0096,0.0,0.0001,5e-05,167.1,0.086,0.0007,0.0005,0.0356,25.36
2021-11-07,7.93,2710.0,20.1,3.0,7.15,1477.5,0.87,0.0002,0.008,0.0142499999999999,0.0047,0.001,0.0001,5e-05,141.5,0.111,0.0007,0.0006,0.0244,23.96
2021-11-14,7.65,2780.0,17.9,3.0,7.11,1485.0,1.16,0.0002,0.008,0.0151,0.0118,0.0,0.0001,5e-05,202.4,0.124,0.0007,0.0006,0.0361,24.82
2021-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-28,7.63,2940.0,17.1,4.0,7.65,1529.0,1.23,0.0004,0.008,0.0153,0.0047,0.0,0.0001,5e-05,149.3,0.105,0.0007,0.0014,0.0359,23.74
2021-12-05,8.1,1533.0,16.4,0.0,7.51,3390.0,0.0,0.0002,0.008,0.0177,0.0003,0.0,0.0001,5e-05,0.0,0.103,0.0007,0.0006,0.054,12.02
2021-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-26,8.51,1055.0,15.1,3.0,7.3,6250.0,2.06,0.0002,0.008,0.0117,0.0017,0.0,0.0001,5e-05,177.3,0.099,0.0007,0.0005,0.026,8.061
2022-01-02,8.62,929.0,17.4,0.0,7.89,3400.0,0.0,0.0002,0.008,0.0094,0.0016,0.0,0.0001,5e-05,0.0,0.072,0.0007,0.0002,0.0249,8.654
2022-01-09,8.84,995.0,18.6,3.0,7.72,3480.0,0.81,0.0002,0.008,0.0109,0.0016,0.001,0.0001,5e-05,194.4,0.0,0.0,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-30,7.95,335.0,12.6,32.0,6.89,31708.0,33.9,0.0009,0.008,0.0049,0.0049,0.0,0.0001,5e-05,200.8,0.965,0.0009,0.0011,0.0583,4.067
2022-02-06,7.99,312.0,15.4,60.0,6.42,39664.0,78.6,0.00185,0.008,0.0062,0.00735,0.001,0.0001,5e-05,190.3,2.604,0.0007,0.0022,0.1289,5.359
2022-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-27,8.035,265.0,13.75,52.0,6.915,30450.0,35.0,0.0015,0.008,0.0049,0.0066,0.0,0.0001,5e-05,258.7,1.362,0.0007,0.0013,0.0759,3.629
2022-03-06,8.315,432.0,15.85,11.0,7.24,18250.0,14.3,0.00045,0.008,0.00625,0.0042,0.001,0.0001,5e-05,214.6,0.199,0.0007,0.0006,0.018,5.807
2022-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-27,8.07,571.0,14.0,3.0,6.77,22302.0,2.0,0.0003,0.008,0.0061,0.0022,0.0,0.0001,5e-05,203.9,0.099,0.0007,0.0006,0.0162,7.111
2022-04-03,8.11,635.0,12.0,3.0,6.77,12688.0,4.5,0.0003,0.008,0.0056,0.0019,0.001,0.0001,5e-05,247.1,0.0,0.0,0.0,0.0,0.0
2022-04-10,8.2,415.0,13.8,0.0,6.75,12492.0,0.0,0.0002,0.008,0.0054,0.0013,0.0,0.0001,5e-05,0.0,0.102,0.0007,0.0002,0.0165,3.994
2022-04-17,8.07,665.0,13.6,3.0,6.92,11368.0,1.5,0.0002,0.008,0.0061,0.0019,0.0,0.0001,5e-05,245.5,0.088,0.0007,0.0002,0.0156,7.038
2022-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-08,8.125,1304.0,15.4,3.0,6.94,7460.5,0.53,0.0002,0.008,0.01215,0.00125,0.001,0.0001,5e-05,196.3,0.044,0.0007,0.0002,0.0199,11.12
2022-05-15,8.06,1792.0,10.8,3.0,7.38,4278.0,0.53,0.0002,0.008,0.0126,0.0014,0.0,0.0001,5e-05,212.2,0.052,0.0007,0.0002,0.0214,12.99
2022-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-05,8.19,2310.0,12.6,3.0,8.23,3187.0,0.59,0.00025,0.013,0.01525,0.00195,0.001,0.0001,5e-05,209.7,0.069,0.0007,0.0004,0.0303,15.41
2022-06-12,8.17,2170.0,12.7,4.0,7.21,3037.0,0.55,0.0002,0.019,0.0149,0.0023,0.0,0.0001,5e-05,212.8,0.046,0.0007,0.0004,0.0207,19.72
2022-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,7.86,2520.0,12.0,3.0,7.6,1990.0,0.55,0.00025,0.008,0.01235,0.00255,0.001,0.0001,5e-05,149.0,0.055,0.0007,0.0002,0.0286,20.65
2022-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24,8.07,2720.0,9.85,3.0,7.550000000000001,1975.5,0.6,0.0002,0.01,0.0151,0.01175,0.0,0.0001,5e-05,210.9,0.055,0.0007,0.00805,0.02455,21.425
2022-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-07,7.895,2580.0,12.95,3.0,8.355,1202.0,0.85,0.0002,0.011,0.0136,0.00815,0.001,0.0001,5e-05,141.7,0.056,0.0007,0.0006,0.0238,22.7
2022-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-21,7.93,2940.0,12.0,3.0,7.89,1485.0,0.65,0.0002,0.008,0.0159,0.0032,0.0,0.0001,5e-05,184.7,0.065,0.0007,0.0006,0.0228,21.12
2022-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-04,7.85,2860.0,13.3,0.0,6.77,1543.0,0.0,0.0002,0.008,0.0138,0.007,0.0,0.0001,5e-05,0.0,0.172,0.0207,0.009,0.0285,29.52
2022-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-18,7.67,3040.0,14.8,3.0,7.2,1493.0,1.1,0.0002,0.008,0.0119,0.0054,0.0,0.0001,5e-05,211.8,0.099,0.0023,0.0002,0.0372,28.93
2022-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-09,7.875,3230.0,14.45,14.0,7.34,2412.0,1.5,0.0002,0.008,0.01405,0.0042,0.001,0.0001,5e-05,201.6,0.081,0.0007,0.0008,0.0474,32.04
2022-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-06,7.765000000000001,3065.0,14.7,5.0,6.41,1894.0,0.7,0.0002,0.008,0.0108,0.00885,0.001,0.0001,5e-05,257.2,0.069,0.0007,0.0008,0.0448,28.75
2022-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-11,7.86,3900.0,12.7,3.0,6.6,2089.5,0.65,0.0002,0.008,0.01465,0.0021,0.001,0.0001,5e-05,169.5,0.06,0.0007,0.0007,0.0619,26.1
2022-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,7.89,2880.0,14.3,3.0,6.52,2104.0,0.9,0.0005,0.008,0.0149,0.0085,0.0,0.0001,5e-05,223.1,0.113,0.0007,0.0008,0.0618,22.64
2023-01-08,8.1,1865.0,12.3,0.0,6.24,4984.0,0.0,0.0002,0.008,0.0121,0.0025,0.0,0.0001,5e-05,0.0,0.048,0.0007,0.0008,0.0328,14.91
2023-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
