Date,Potencial de Hidrógeno (in situ),Sólidos Suspendidos Totales,Caudal,Conductividad Eléctrica,Temperatura de la muestra,Oxígeno disuelto (en campo),Turbiedad,Cianuro Total,Zinc total,Cobre total,Plomo total,Arsénico total,Cadmio total,Mercurio total,Hierro total,Cromo Total,Niquel total,Manganeso total,Potencial rédox
2003-01-05,0.9301075268817204,0.010455104551045511,1.8179173201018157e-07,0.07958333333333334,0.6454183266932271,0.49565217391304345,0.019250253292806486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-01-12,0.9204301075268817,0.003075030750307503,2.055409245658002e-07,0.1474537037037037,0.6733067729083665,0.5888198757763975,0.002380952380952381,9.056569597850575e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-01-19,0.9602150537634407,0.005535055350553505,1.303727022075992e-07,0.0956712962962963,0.7370517928286853,0.5279503105590062,0.009604863221884499,9.056569597850575e-06,0.0667574931880109,0.09230769230769231,0.375,0.015384615384615384,0.0,0.0,0.008688888888888888,0.0,0.0,0.0,0.0
2003-01-26,0.8806451612903224,0.02152521525215252,2.544813858853483e-07,0.06655092592592593,0.6414342629482072,1.0,0.03860182370820669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-02,0.8903225806451611,0.017220172201722016,2.6299864849068405e-07,0.06087962962962963,0.5657370517928286,0.5577639751552795,0.029179331306990883,9.056569597850575e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-09,0.8784946236559139,0.055965559655596554,2.6604503448074066e-07,0.07168981481481482,0.5298804780876494,0.5590062111801242,0.06403242147923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-16,0.8634408602150536,0.11070110701107011,2.6601799555183485e-07,0.06511574074074074,0.450199203187251,0.539751552795031,0.1651469098277609,9.056569597850575e-06,0.04632152588555859,0.13846153846153844,0.375,0.046153846153846156,0.0,0.0,0.09846666666666667,0.0,0.0,0.0,0.0
2003-02-23,0.8903225806451611,0.003075030750307503,9.92103366436328e-08,0.09458333333333334,0.6294820717131474,0.5664596273291924,0.0026342451874366768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-02,0.8903225806451611,0.18942189421894218,3.614113367315949e-07,0.026527777777777775,0.4900398406374502,0.5347826086956521,0.2968591691995947,9.056569597850575e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-09,0.8763440860215054,0.21279212792127922,5.521349282570016e-07,0.026643518518518518,0.43824701195219123,0.5298136645962732,0.3100303951367781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-16,0.8010752688172043,0.012915129151291513,2.909839399082157e-07,0.049791666666666665,0.6454183266932271,0.0,0.013779128672745694,9.056569597850575e-06,0.028610354223433245,0.07692307692307693,0.375,0.0,0.6,0.00020350693322683137,0.0114,0.045146726862302484,0.13333333333333333,0.016175071360608945,0.0
2003-03-23,0.828673835125448,0.018245182451824517,2.9196635432512745e-07,0.046766975308641975,0.5258964143426295,0.49223602484472045,0.03632218844984802,0.0,0.031335149863760216,0.18846153846153846,0.375,0.015384615384615384,0.6,0.00020350693322683137,0.019333333333333334,0.045146726862302484,0.13333333333333333,0.02164605137963844,0.0
2003-03-30,0.8268817204301075,0.004920049200492005,1.844505600192546e-07,0.04793981481481481,0.5418326693227091,0.5236024844720496,0.008470111448834852,9.056569597850575e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-06,0.8387096774193548,0.04920049200492005,4.373096101702533e-07,0.0344212962962963,0.4820717131474103,0.4975155279503105,0.07801418439716312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-13,0.8150537634408601,0.003075030750307503,1.2304965896227086e-07,0.06418981481481481,0.6892430278884462,0.5043478260869564,0.002127659574468085,9.056569597850575e-06,0.020435967302452316,0.07692307692307693,0.375,0.015384615384615384,0.0,0.0,0.0030222222222222226,0.0,0.0,0.0,0.0
2003-04-20,0.8817204301075268,0.003075030750307503,8.869219329926582e-08,0.06800925925925926,0.5219123505976095,0.6118012422360247,0.0013880445795339414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-27,0.8956989247311827,0.003075030750307503,5.597058283506333e-08,0.0700925925925926,0.4940239043824701,0.6428571428571428,0.0011347517730496456,9.056569597850575e-06,0.028610354223433245,0.07692307692307693,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0
2003-05-04,0.8924731182795699,0.0036900369003690036,4.380306482744087e-08,0.11326388888888889,0.6135458167330677,0.6180124223602483,0.0008308004052684903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-11,0.8365591397849462,0.003075030750307503,3.635383991388534e-08,0.12777777777777777,0.6533864541832668,0.539751552795031,0.0007902735562310031,9.056569597850575e-06,0.0027247956403269754,0.07692307692307693,0.375,0.061538461538461535,0.0,0.0,0.00011111111111111112,0.0,0.0,0.0,0.0
2003-05-18,0.8258064516129031,0.003075030750307503,3.9071252268921023e-08,0.14699074074074073,0.50199203187251,0.6260869565217391,0.000425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
