Date,Potencial de Hidrógeno (in situ),Conductividad Eléctrica,Temperatura de la muestra,Oxígeno disuelto (en campo),Caudal,Turbiedad,Sólidos Suspendidos Totales,Potencial rédox,Cobre total,Arsénico total,Cadmio total,Plomo total,Zinc total,Mercurio total,Hierro total,Selenio total,Manganeso total,Potasio total,Cromo Total,Sodio total
2019-01-13,0.6586466165413534,0.3022613065326633,0.5411764705882354,0.8106129917657822,0.016643069517202323,0.005732484076433122,0.003964321110009911,0.4346839546191248,0.003206203631212019,0.10105263157894474,0.0455,0.0025,0.014164305949008499,0.0032226877215597812,0.005899143672692674,0.04456521739130391,0.0011772950245269797,0.001269870272245569,0.24566473988439308,0.20648508430609597
2019-01-20,0.6406015037593984,0.26884422110552764,0.4823529411764706,0.7063129002744739,0.022915191844825145,0.014118895966029724,0.007928642220019821,0.5283630470016207,0.0037728814823099577,0.09157894736842105,0.1,0.0025,0.042492917847025496,0.03222687721559781,0.005899143672692674,0.05565217391304348,0.0017379117028731605,0.0013118947560752786,0.2384393063583815,0.18728923476005188
2019-01-27,0.637593984962406,0.21834170854271356,0.4784313725490196,0.6834400731930467,0.026440605974798248,0.01197452229299363,0.005946481665014866,0.6282009724473258,0.003802706632367744,0.07078947368421053,0.071,0.0025,0.014164305949008499,0.0032226877215597812,0.005899143672692674,0.01391304347826087,0.0017309039943938333,0.001134661063402156,0.13005780346820808,0.10206225680933852
2019-02-03,0.6466165413533834,0.12437185929648241,0.4470588235294118,0.7191216834400732,0.0979045731275662,0.05074309978768577,0.009910802775024777,0.5290113452188007,0.003236028781269806,0.034210526315789476,0.06899999999999999,0.0025,0.028328611898016998,0.0032226877215597812,0.005899143672692674,0.0017391304347826088,0.0032515767344078487,0.0006541202265667824,0.030346820809248554,0.03491569390402075
2019-02-10,0.6586466165413534,0.10515075376884422,0.5411764705882354,0.7067703568161025,0.2037023927509557,0.07526539278131636,0.01684836471754212,0.5588330632090762,0.01187040972299892,0.04276315789473684,0.0455,0.0025,0.021246458923512748,0.0032226877215597812,0.005899143672692674,0.0017391304347826088,0.003419761737911703,0.0006833546501004934,0.02023121387283237,0.030492866407263296
2019-02-17,0.6278195488721804,0.0765075376884422,0.5588235294117647,0.6038426349496797,0.568455330596064,0.5180467091295117,0.3151635282457879,0.7445705024311183,0.03885471423778101,0.09039473684210263,0.042,0.108125,0.0708215297450425,0.0032226877215597812,0.5214557564224548,0.00826086956521739,0.015483531885073582,0.000598392106705646,0.03901734104046243,0.013690012970168612
2019-02-24,0.6176691729323308,0.0722361809045226,0.48823529411764705,0.6294602012808783,0.23078012176129126,0.13588110403397027,0.05450941526263627,0.6102106969205835,0.006083584983036946,0.031184210526315793,0.002,0.02,0.04001416430594887,0.002094747019013858,0.09509990485252141,0.009782608695652173,0.004572529782761037,0.0003974054449113831,0.00939306358381503,0.014509079118028534
2019-03-03,0.543609022556391,0.15326633165829145,0.41960784313725485,0.6742909423604758,0.15000707914483932,0.040127388535031845,0.02180376610505451,0.6414910858995138,0.006054505461730604,0.02868421052631579,0.001,0.01125,0.021954674220963175,0.0009668063164679343,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-10,0.6543859649122806,0.14656616415410387,0.46928104575163404,0.746569075937786,0.07232998253810939,0.06687898089171974,0.049554013875123884,0.7960021609940573,0.0059734804707402755,0.03140350877192895,0.0033333333333333335,0.0170833333333325,0.029792256846081163,0.0009668063164679343,0.07166825245797653,0.060289855072463476,0.004373510861948143,0.0006133138437176442,0.0014450867052023123,0.028313878080415043
2019-03-17,0.650375939849624,0.1620603015075377,0.4823529411764706,0.7648673376029277,0.0639246778989098,0.048619957537154986,0.02973240832507433,0.5111831442463532,0.0052044886850836965,0.029473684210526315,0.001,0.01,0.014164305949008499,0.0009668063164679343,0.04016175071360609,0.07173913043478261,0.0028177995795374915,0.0007089347706924903,0.0014450867052023123,0.03260700389105058
