Date,Potencial de Hidrógeno (in situ),Conductividad Eléctrica,Temperatura de la muestra,Oxígeno disuelto (en campo),Turbiedad,Caudal,Sólidos Suspendidos Totales,Cobre total,Zinc total,Arsénico total,Cadmio total,Plomo total,Potencial rédox,Mercurio total,Hierro total,Manganeso total,Cromo Total,Magnesio total,Niquel total,Sólidos Disueltos Totales
2013-06-09,0.155640015015015,0.4747368421052632,0.3316929133858268,0.13196153846153846,0.003782435129740519,0.004146511627906977,0.0027254707631318136,0.000977332430425381,0.004665629860031104,0.26153846153846155,0.003,0.00125,0.8720109478536444,0.0018805829807240246,8.472565831836514e-05,0.00026221079691516713,0.0014285714285714286,0.16968201754385964,0.004,0.40186393289841565
2013-06-16,0.1552177177177177,0.44026315789473686,0.40944881889763785,0.12938461538461538,0.0011576846307385228,0.004274418604651163,0.0019821605550049554,4.907108437282246e-05,0.004665629860031104,0.28205128205128205,0.003,0.00125,0.6790550273696341,0.0018805829807240246,8.472565831836514e-05,1.0282776349614398e-05,0.0014285714285714286,0.15339912280701753,0.004,0.0
2013-06-23,0.15390390390390388,0.44973684210526316,0.3346456692913386,0.11923076923076924,0.0011576846307385228,0.005674418604651162,0.0019821605550049554,4.907108437282246e-05,0.004665629860031104,0.28205128205128205,0.003,0.00125,0.6871218668971477,0.0018805829807240246,8.472565831836514e-05,0.00016966580976863753,0.0014285714285714286,0.13453947368421051,0.004,0.0
2013-06-30,0.15578078078078078,0.48605263157894735,0.33858267716535434,0.14953846153846154,0.0020758483033932137,0.005395348837209302,0.0019821605550049554,0.0010141357437049975,0.03421461897356143,0.31025641025641026,0.003,0.00125,0.7824834341688275,0.0018805829807240246,0.004659911207510083,0.00024164524421593832,0.0014285714285714286,0.1557017543859649,0.004,0.0
2013-07-07,0.1528716216216216,0.4818421052631579,0.2362204724409449,0.12507692307692309,0.002055888223552894,0.003701162790697674,0.0019821605550049554,0.0020037359452235843,0.004665629860031104,0.2141025641025641,0.003,0.00125,0.7520887352348027,0.0018805829807240246,8.472565831836514e-05,0.0003804627249357327,0.0014285714285714286,0.17116228070175438,0.004,0.0
2013-07-14,0.15634384384384384,0.5657894736842105,0.4074803149606299,0.10607692307692307,0.0028343313373253493,0.004032558139534884,0.0019821605550049554,0.0008914580327729414,0.004665629860031104,0.18974358974358976,0.003,0.0325,0.6851051570152694,0.0018805829807240246,8.472565831836514e-05,0.0002930591259640103,0.0014285714285714286,0.19566885964912278,0.004,0.4428704566635601
2013-07-21,0.15146396396396397,0.5605263157894737,0.3267716535433071,0.08430769230769232,0.0016966067864271457,0.005776744186046512,0.0019821605550049554,4.907108437282246e-05,0.004665629860031104,0.007692307692307692,0.003,0.00125,0.6949006050129645,0.0018805829807240246,8.472565831836514e-05,0.0007455012853470437,0.0014285714285714286,0.15460526315789472,0.004,0.0
2013-07-28,0.15352852852852852,0.6,0.3425196850393701,0.12784615384615386,0.0016766467065868263,0.004988372093023255,0.0019821605550049554,0.0009323506030836269,0.004665629860031104,0.3717948717948718,0.003,0.00125,0.790838375108038,0.0018805829807240246,8.472565831836514e-05,0.0010334190231362469,0.0014285714285714286,0.187609649122807,0.004,0.0
2013-08-04,0.15784534534534533,0.6460526315789473,0.4035433070866142,0.08023076923076923,0.004421157684630739,0.004537209302325582,0.0019821605550049554,0.0012349556233826988,0.004665629860031104,0.358974358974359,0.003,0.014999999999999998,0.7290406222990492,0.0018805829807240246,0.006693327007150846,0.0025604113110539845,0.0014285714285714286,0.21140350877192984,0.004,0.0
2013-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
